"","DMSO1","DMSO2","DMSO3","AMLE1","AMLE2","AMLE3"
"Kirrel3",41,46,21,34,55,23
"Kis2",0,0,0,0,0,0
"Kiss1",1,0,0,0,0,0
"Kiss1r",64,45,44,33,52,43
"Kit",1468,1260,1025,726,991,1000
"Kitl",1,1,0,1,1,2
"Kiz",187,191,232,139,180,180
"Kl",0,0,0,0,0,0
"Klb",1,1,1,3,0,1
"Klc1",4067,3628,3630,3773,4985,4093
"Klc2",749,650,628,724,921,785
"Klc3",74,70,64,61,94,64
"Klc4",1234,1222,1430,990,1155,1422
"Klf1",13,15,9,13,10,5
"Klf10",1370,1193,1319,1116,1180,1276
"Klf11",152,123,165,118,171,142
"Klf12",4,6,10,10,21,4
"Klf13",5242,4511,5095,3339,4021,4261
"Klf14",0,0,0,0,1,0
"Klf15",1,0,0,0,2,0
"Klf16",757,717,695,641,908,606
"Klf17",0,0,0,0,0,0
"Klf2",1392,1045,882,1039,1167,1076
"Klf3",1447,1188,1195,1071,1301,1144
"Klf4",1464,1260,1850,398,419,702
"Klf5",237,243,143,144,182,78
"Klf6",11500,10897,11003,12476,18179,13959
"Klf7",775,631,508,717,883,586
"Klf8",155,177,166,183,308,189
"Klf9",431,393,481,369,585,451
"Klhdc1",72,62,77,81,105,72
"Klhdc10",2356,2031,2115,1368,1641,1557
"Klhdc2",790,738,765,607,866,531
"Klhdc3",2749,2457,2518,1942,2507,2061
"Klhdc4",4629,4082,4116,2930,3465,3111
"Klhdc7a",0,0,0,0,0,0
"Klhdc7b",0,0,0,0,0,0
"Klhdc8a",2,3,3,5,2,5
"Klhdc8b",172,166,138,156,227,161
"Klhdc9",114,102,121,65,116,58
"Klhl1",0,0,0,0,0,0
"Klhl10",5,6,5,7,12,1
"Klhl11",257,215,220,167,272,177
"Klhl12",352,297,248,285,356,253
"Klhl13",0,0,1,0,2,0
"Klhl14",14,3,3,1,3,3
"Klhl15",126,132,150,100,126,89
"Klhl17",1111,1108,959,1038,1420,1028
"Klhl18",1646,1476,1395,1203,1626,1215
"Klhl2",1947,1722,1504,1428,1740,1416
"Klhl20",1260,1152,1127,996,1395,1030
"Klhl21",845,769,827,708,915,775
"Klhl22",350,350,407,328,535,351
"Klhl23",197,182,182,39,54,42
"Klhl24",1411,1188,1353,1293,1922,1699
"Klhl25",954,914,833,765,973,806
"Klhl26",664,641,601,813,1099,744
"Klhl28",573,498,524,560,802,647
"Klhl29",0,0,0,0,0,1
"Klhl3",54,35,55,40,46,38
"Klhl30",0,1,0,2,2,3
"Klhl31",0,0,0,0,0,0
"Klhl32",7,2,2,7,13,10
"Klhl33",9,8,7,3,0,2
"Klhl34",0,0,0,1,0,0
"Klhl35",17,26,24,27,38,24
"Klhl36",701,598,623,584,662,632
"Klhl38",0,0,0,0,0,1
"Klhl4",0,0,0,0,0,0
"Klhl40",1,0,0,1,0,0
"Klhl41",0,1,2,0,1,0
"Klhl42",476,401,342,407,557,365
"Klhl5",3057,2659,2927,2420,3093,3099
"Klhl6",1527,1220,1246,797,978,781
"Klhl7",364,321,346,296,349,287
"Klhl8",418,433,403,560,841,679
"Klhl9",2256,1903,2073,1775,2221,1911
"Klk1",1,0,4,0,0,0
"Klk10",0,0,0,0,0,0
"Klk11",0,0,0,0,0,0
"Klk12",0,0,0,0,0,0
"Klk13",0,0,0,0,0,0
"Klk14",1,1,0,0,0,0
"Klk15",9,16,18,3,4,2
"Klk1b1",66,52,124,22,23,26
"Klk1b11",582,418,1052,88,70,142
"Klk1b16",0,0,1,0,1,0
"Klk1b21",0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0
"Klk1b26",0,0,0,0,0,0
"Klk1b27",32,28,42,9,15,15
"Klk1b3",0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0
"Klk1b5",0,0,0,0,0,0
"Klk1b7-ps",0,0,3,0,0,0
"Klk1b8",1,5,8,1,2,1
"Klk1b9",47,44,82,9,5,4
"Klk4",2,0,1,1,0,0
"Klk5",0,0,0,0,0,0
"Klk6",0,0,0,0,0,0
"Klk7",0,0,0,0,0,0
"Klk8",6,7,8,7,15,8
"Klk9",0,0,0,2,0,0
"Klkb1",1,2,3,1,0,2
"Klra1",1,0,0,1,0,0
"Klra10",0,0,0,0,0,0
"Klra12",0,0,0,0,0,0
"Klra13-ps",0,0,0,0,0,0
"Klra14-ps",0,0,0,0,0,0
"Klra15",0,0,0,0,0,0
"Klra17",22,12,18,26,32,24
"Klra18",0,0,0,0,0,0
"Klra19",0,0,0,0,0,0
"Klra2",526,436,457,299,355,345
"Klra21",0,0,0,0,0,0
"Klra22",0,0,0,0,0,0
"Klra23",0,0,0,0,0,0
"Klra3",1,1,4,1,0,0
"Klra4",0,0,0,0,0,0
"Klra5",0,2,0,0,0,1
"Klra6",0,0,0,0,0,0
"Klra7",0,1,1,0,0,0
"Klra8",0,0,0,0,0,0
"Klra9",0,0,0,0,1,0
"Klrb1",0,0,0,0,0,0
"Klrb1-ps1",0,0,0,1,0,0
"Klrb1a",22,14,16,7,2,12
"Klrb1b",328,372,727,169,148,369
"Klrb1c",2,3,7,3,0,4
"Klrb1f",298,297,363,99,142,131
"Klrc1",1,4,0,0,3,1
"Klrc2",1,0,0,0,1,0
"Klrc3",0,0,0,0,0,0
"Klrd1",21,16,28,10,7,17
"Klre1",4,1,2,0,1,2
"Klrg1",2,2,2,2,9,3
"Klrg2",128,142,179,91,118,98
"Klri1",2,1,6,3,2,1
"Klri2",8,6,9,4,7,17
"Klrk1",183,203,326,107,146,242
"Kmo",1292,1152,1372,1078,1619,673
"Kmt2a",4552,4088,3729,4936,7202,4632
"Kmt2b",5090,4789,4331,5148,7203,4776
"Kmt2c",4326,3563,3333,3950,5689,3934
"Kmt2d",9040,7991,7302,8441,11906,8126
"Kmt2e",5003,4323,4372,4732,6395,5212
"Kncn",1,1,0,0,1,1
"Kndc1",12,12,8,18,25,9
"Kng1",1,1,0,0,0,0
"Kng2",0,0,0,1,0,0
"Knop1",1513,1327,1289,1154,1547,1062
"Knstrn",1287,1049,1415,294,322,412
"Kntc1",1179,1023,1189,293,355,391
"Kpna1",2027,1721,1749,1369,1734,1415
"Kpna2",5893,5102,5704,1827,2179,1858
"Kpna3",1953,1818,2049,1906,2830,2042
"Kpna4",3896,3574,3355,4208,5907,4011
"Kpna6",3026,2720,2722,2358,3035,2531
"Kpna7",0,0,0,1,2,0
"Kpnb1",13275,11411,11024,6529,9020,6313
"Kprp",0,0,0,0,0,0
"Kptn",395,357,354,310,350,275
"Kras",1285,1158,1137,793,1082,805
"Krba1",174,171,161,250,428,238
"Krcc1",2019,1773,1968,1813,2511,1912
"Kremen1",833,782,907,866,1327,1158
"Kremen2",0,2,1,2,2,0
"Kri1",1649,1505,1581,1434,1845,1272
"Krit1",1601,1373,1499,1654,2579,1694
"Krr1",1541,1444,1391,1119,1459,1096
"Krt1",6,1,5,5,7,6
"Krt10",25,22,16,23,22,25
"Krt12",0,0,0,0,0,1
"Krt13",0,0,0,0,0,0
"Krt14",0,0,0,0,0,0
"Krt15",0,0,0,0,0,0
"Krt16",0,0,0,0,0,0
"Krt17",0,0,0,0,0,0
"Krt18",10,11,7,11,19,5
"Krt19",0,0,0,0,0,0
"Krt2",0,0,0,0,1,0
"Krt20",1,2,0,0,0,1
"Krt222",22,16,16,26,42,24
"Krt23",0,0,0,0,0,0
"Krt24",0,0,0,2,3,0
"Krt25",0,0,0,0,0,0
"Krt26",0,0,0,0,0,0
"Krt27",0,0,0,0,0,0
"Krt28",0,0,0,0,0,0
"Krt31",0,0,0,0,0,0
"Krt32",0,0,0,0,0,0
"Krt33a",0,0,0,0,0,0
"Krt33b",0,0,0,0,0,0
"Krt34",0,0,0,0,0,0
"Krt35",0,0,0,0,0,0
"Krt36",0,0,0,0,0,0
"Krt39",0,0,0,0,0,0
"Krt4",0,0,0,0,0,0
"Krt40",0,0,0,0,0,0
"Krt42",0,0,0,0,0,0
"Krt5",0,0,0,0,0,0
"Krt6a",0,0,0,0,0,0
"Krt6b",0,0,0,0,1,0
"Krt7",4,4,2,3,3,3
"Krt71",0,0,0,0,0,0
"Krt72",0,0,0,0,1,1
"Krt73",0,0,0,0,0,0
"Krt74",0,0,0,0,0,0
"Krt75",0,0,0,0,0,0
"Krt76",0,0,0,0,2,0
"Krt77",0,1,0,0,0,0
"Krt78",0,0,0,0,0,0
"Krt79",0,1,0,0,1,1
"Krt8",0,0,0,0,0,0
"Krt80",118,91,75,69,80,52
"Krt81",0,3,2,0,2,1
"Krt82",0,0,0,0,0,0
"Krt83",0,0,0,0,0,0
"Krt84",0,0,0,0,0,1
"Krt85",0,0,0,0,0,0
"Krt86",21,11,10,1,6,4
"Krt9",0,0,0,0,0,0
"Krtap1-3",0,0,0,0,0,0
"Krtap1-4",0,0,0,0,0,0
"Krtap1-5",0,0,0,0,0,0
"Krtap10-10",0,0,0,0,0,0
"Krtap10-4",0,0,0,0,0,0
"Krtap11-1",0,0,0,0,0,0
"Krtap12-1",0,0,0,0,0,0
"Krtap13",0,0,0,0,0,0
"Krtap13-1",0,0,0,0,0,0
"Krtap14",0,0,0,0,0,0
"Krtap15",0,0,0,0,0,0
"Krtap16-1",0,0,0,0,0,0
"Krtap16-3",0,0,0,0,0,0
"Krtap17-1",0,0,0,0,0,0
"Krtap19-1",0,0,0,0,0,0
"Krtap19-2",0,0,0,0,0,0
"Krtap19-3",0,0,0,0,0,0
"Krtap19-4",0,0,0,0,0,0
"Krtap19-5",0,0,0,0,0,0
"Krtap19-9b",0,0,0,0,0,0
"Krtap2-4",0,0,0,0,0,0
"Krtap20-2",0,0,0,0,0,0
"Krtap21-1",0,0,0,0,0,0
"Krtap22-2",0,0,0,0,0,0
"Krtap24-1",0,0,0,0,0,0
"Krtap26-1",0,0,0,0,0,0
"Krtap27-1",0,0,0,0,0,0
"Krtap3-1",0,0,0,0,0,0
"Krtap3-2",0,0,0,0,0,0
"Krtap3-3",0,0,0,0,0,0
"Krtap31-1",0,0,0,0,0,0
"Krtap31-2",0,0,0,0,0,0
"Krtap4-1",0,0,0,0,0,0
"Krtap4-13",0,0,0,0,0,0
"Krtap4-16",0,0,0,0,0,0
"Krtap4-2",0,0,0,0,0,0
"Krtap4-6",0,0,0,0,0,0
"Krtap4-7",0,0,0,0,0,0
"Krtap4-8",0,0,0,0,0,0
"Krtap4-9",0,0,0,0,0,0
"Krtap5-1",0,0,0,0,0,0
"Krtap5-2",0,0,0,0,0,0
"Krtap5-3",0,0,0,0,0,0
"Krtap5-4",0,0,0,0,0,0
"Krtap5-5",0,0,0,0,0,0
"Krtap6-1",0,0,0,0,0,0
"Krtap6-2",0,0,0,0,0,0
"Krtap6-5",0,0,0,0,0,0
"Krtap7-1",0,0,0,0,0,0
"Krtap8-1",0,0,0,0,0,0
"Krtap9-1",0,0,0,0,0,0
"Krtap9-3",0,0,0,0,0,0
"Krtap9-5",0,0,0,0,0,0
"Krtcap2",1462,1191,1308,839,965,724
"Krtcap3",147,156,129,105,180,132
"Krtdap",0,1,0,0,0,0
"Ksr1",1359,1154,1107,1207,1681,1383
"Ksr2",95,116,129,118,137,88
"Kti12",763,656,670,454,609,409
"Ktn1",1975,1986,2041,3249,5072,3353
"Kxd1",1374,1251,1388,1260,1758,1317
"Ky",19,28,35,4,13,6
"Kynu",862,847,1143,1584,2661,1276
"L1cam",3124,2973,2586,3642,5894,3203
"L1td1",0,0,0,0,0,0
"L2hgdh",263,242,224,117,152,90
"L3hypdh",8,2,6,4,7,2
"L3mbtl1",0,0,2,5,5,4
"L3mbtl2",1271,1205,1198,685,923,741
"L3mbtl3",444,379,352,343,481,335
"L3mbtl4",0,0,0,0,0,0
"l7Rn6",517,486,484,370,542,380
"Lacc1",2470,2277,2248,2668,3652,2553
"Lace1",267,251,291,222,311,258
"Lactb",1782,1705,1983,1583,2184,1985
"Lactb2",748,714,683,610,728,661
"Lactbl1",0,0,0,1,1,2
"Lad1",291,218,284,2183,3429,998
"Lag3",19,24,32,37,54,25
"Lage3",770,682,626,556,701,532
"Lair1",1120,943,923,962,1198,920
"Lalba",0,0,0,0,0,0
"Lama1",0,2,0,1,2,0
"Lama2",0,2,5,0,0,0
"Lama3",9,10,5,13,3,13
"Lama4",0,0,0,2,2,1
"Lama5",1201,1509,468,3387,5963,1151
"Lamb1",1,0,1,1,4,1
"Lamb2",36,25,52,31,51,35
"Lamb3",99,83,81,60,86,60
"Lamc1",819,797,752,919,1214,1026
"Lamc2",2,3,3,18,36,8
"Lamc3",0,0,0,0,1,0
"Lamp1",31896,28234,30521,25358,30895,28704
"Lamp2",8997,8046,9237,6962,8368,8285
"Lamp3",4,3,4,6,7,4
"Lamp5",0,0,0,4,2,1
"Lamtor1",4376,4180,4195,3689,4509,3915
"Lamtor2",1772,1660,1875,1381,1678,1353
"Lamtor3",1715,1566,1708,1213,1503,1364
"Lamtor4",2796,2510,2214,1869,2138,1989
"Lamtor5",1628,1463,1588,1340,1786,1382
"Lancl1",640,619,583,674,1053,716
"Lancl2",556,496,549,355,610,376
"Lancl3",4,2,2,5,9,3
"Lao1",0,0,0,0,0,0
"Lap3",1539,1508,1545,982,1327,871
"Laptm4a",3846,3559,3808,3253,4301,3962
"Laptm4b",166,172,268,140,228,297
"Laptm5",40125,36656,35585,32722,40440,33614
"Large",489,486,496,717,1214,685
"Larp1",8752,7660,7501,5617,7464,5470
"Larp1b",588,516,531,372,501,364
"Larp4",2522,2206,2106,1996,2679,1776
"Larp4b",4990,4269,4103,4091,5361,4244
"Larp6",0,0,0,0,0,0
"Larp7",1189,1013,1166,465,648,568
"Lars",2557,2197,2270,1545,2022,1464
"Lars2",2465,2100,1759,1832,11228,2003
"Las1l",1347,1183,1167,826,1080,775
"Lasp1",14968,12976,11579,13397,16763,12538
"Lat",124,118,79,197,305,126
"Lat2",2327,2309,2461,2574,3564,2556
"Lats1",1928,1536,1613,1650,2357,1611
"Lats2",1507,1334,1391,1203,1428,1252
"Lax1",39,25,17,20,52,28
"Layn",155,129,128,155,139,194
"Lbh",1253,1120,1251,700,843,870
"Lbhd1",1,0,0,0,2,0
"Lbp",635,515,491,147,152,164
"Lbr",4606,3825,3296,2345,3069,1943
"Lbx1",0,0,0,0,0,0
"Lbx2",5,8,11,8,18,19
"Lca5",117,69,105,79,64,89
"Lca5l",2,4,0,6,10,2
"Lcat",33,34,56,20,50,43
"Lce1a1",0,0,0,0,0,0
"Lce1a2",0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0
"Lce1c",0,0,0,0,0,0
"Lce1d",0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0
"Lce1f",0,0,0,0,0,0
"Lce1g",0,0,0,0,0,0
"Lce1h",0,0,0,0,0,0
"Lce1i",0,0,0,0,0,0
"Lce1j",0,0,0,0,0,0
"Lce1k",0,0,0,0,0,0
"Lce1l",0,0,0,0,0,0
"Lce1m",0,0,0,0,0,0
"Lce3a",0,0,0,0,0,0
"Lce3b",0,0,0,0,0,0
"Lce3c",0,0,0,0,0,0
"Lce3d",0,0,0,0,0,0
"Lce3e",0,0,0,0,0,0
"Lce3f",0,0,0,0,0,0
"Lce6a",0,0,0,0,0,0
"Lck",43,39,29,70,151,56
"Lclat1",684,581,708,479,634,573
"Lcmt1",628,599,638,494,537,491
"Lcmt2",386,321,309,247,345,279
"Lcn10",0,1,0,0,0,0
"Lcn11",0,0,0,0,0,0
"Lcn12",2,2,2,4,5,5
"Lcn2",46201,37241,26508,26200,26487,22452
"Lcn3",0,0,0,0,0,0
"Lcn4",11,6,5,1,1,0
"Lcn5",0,0,0,0,0,0
"Lcn6",0,0,0,0,0,0
"Lcn8",6,3,2,9,14,4
"Lcn9",0,0,0,0,0,0
"Lcor",379,285,268,302,405,352
"Lcorl",310,271,297,200,270,215
"Lcp1",93394,85487,80746,85169,108526,83189
"Lcp2",6149,5396,5187,5006,6139,4798
"Lct",15,19,20,6,13,7
"Lctl",0,0,0,0,1,0
"Ldah",1625,1505,1521,1274,1693,1373
"Ldb1",3610,3453,3268,3085,4303,2862
"Ldb2",0,1,0,0,0,1
"Ldb3",3,4,3,7,11,4
"Ldha",29808,27727,30185,26334,30640,28463
"Ldhal6b",10,17,19,11,22,11
"Ldhb",212,207,281,92,105,142
"Ldhc",31,40,53,63,103,46
"Ldhd",13,20,18,26,35,27
"Ldlr",7729,6837,7820,8711,10869,10109
"Ldlrad1",2,6,3,2,4,1
"Ldlrad2",0,0,0,0,0,0
"Ldlrad3",243,215,221,177,260,145
"Ldlrad4",121,121,158,145,236,218
"Ldlrap1",1472,1352,1379,1018,1264,1036
"Ldoc1",0,0,0,0,2,2
"Ldoc1l",101,98,101,140,226,156
"Leap2",1,0,2,1,1,1
"Lect1",0,0,2,0,0,0
"Lect2",0,0,1,0,0,0
"Lef1",18,24,9,14,58,13
"Lefty1",14,13,19,16,21,19
"Lefty2",1,0,1,0,2,0
"Lekr1",23,16,29,20,18,23
"Lelp1",0,0,0,0,0,0
"Lemd1",0,0,0,0,0,0
"Lemd2",1973,1906,1988,1603,2120,1730
"Lemd3",776,688,742,711,963,747
"Lenep",113,126,118,103,177,107
"Leng1",444,350,360,395,569,376
"Leng8",10872,10126,8847,9981,13122,9239
"Leng9",228,209,201,263,240,266
"Leo1",956,833,796,678,876,620
"Lep",0,0,0,0,0,0
"Lepr",149,151,229,35,57,76
"Leprot",3858,3710,4201,2917,3872,3588
"Leprotl1",2239,1999,1941,1816,2310,1774
"Letm1",1781,1652,1763,1201,1623,1364
"Letm2",126,115,108,155,198,179
"Letmd1",635,660,659,806,1040,741
"Lfng",5857,5512,4903,5220,6622,4448
"Lgals1",8303,8515,9617,6820,9418,6429
"Lgals12",0,0,0,2,0,0
"Lgals2",0,0,0,0,0,0
"Lgals3",58162,59333,68212,51056,55551,61503
"Lgals3bp",4325,3609,4700,4119,4600,4294
"Lgals4",26,25,21,31,30,17
"Lgals6",0,2,1,1,1,1
"Lgals7",0,0,0,0,0,0
"Lgals8",1705,1502,1770,1178,1330,1524
"Lgals9",3966,3494,3450,3409,3913,3268
"Lgalsl",139,163,135,205,295,182
"Lgi1",0,0,0,0,0,0
"Lgi2",0,0,0,0,0,0
"Lgi3",1,1,5,0,0,1
"Lgi4",160,184,146,218,324,217
"Lgmn",2208,2195,2445,2716,4084,3005
"Lgr4",37,34,46,20,46,29
"Lgr5",2,0,0,0,0,0
"Lgr6",0,0,0,1,0,0
"Lgsn",0,0,0,0,0,0
"Lhb",1,0,0,3,0,0
"Lhcgr",0,0,0,0,0,0
"Lhfp",14,5,5,21,37,11
"Lhfpl1",0,0,0,0,0,0
"Lhfpl2",776,701,694,879,929,1077
"Lhfpl3",0,0,0,0,0,1
"Lhfpl4",0,0,0,0,2,1
"Lhfpl5",0,1,0,0,0,0
"Lhpp",311,301,319,288,431,288
"Lhx1",5,6,2,2,5,3
"Lhx1os",0,0,1,0,0,1
"Lhx2",4,3,7,4,4,1
"Lhx3",0,0,0,0,0,0
"Lhx4",0,0,0,0,1,0
"Lhx5",0,1,0,0,0,2
"Lhx6",0,0,0,0,1,0
"Lhx8",0,0,0,0,0,0
"Lhx9",0,0,0,1,1,0
"Lias",766,634,684,506,670,477
"Lif",177,165,101,388,602,277
"Lifr",226,201,234,153,292,138
"Lig1",2354,2015,2363,673,874,751
"Lig3",1470,1227,1126,924,1374,899
"Lig4",241,221,220,186,288,209
"Lilr4b",19504,17684,16774,16899,22287,15194
"Lilra5",58,57,100,9,7,25
"Lilra6",8868,7515,4114,4857,6350,3741
"Lilrb4a",45187,40177,37579,36151,44582,33878
"Lim2",0,0,0,1,0,0
"Lima1",2382,2361,2589,2862,4615,2857
"Limch1",0,0,0,1,1,0
"Limd1",3925,3755,4318,3283,4806,4028
"Limd2",6693,5889,4579,3396,4213,2773
"Lime1",1059,1075,886,1098,1518,1032
"Limk1",1544,1541,1725,1230,1550,1183
"Limk2",2012,1875,1763,1900,2696,1786
"Lims1",5632,4862,4804,4208,5286,4156
"Lims2",1,1,0,7,3,3
"Lin28a",330,298,211,131,150,103
"Lin28b",0,0,0,1,1,0
"Lin37",599,572,578,656,896,582
"Lin52",244,204,232,150,254,146
"Lin54",1043,826,967,488,593,526
"Lin7a",0,0,0,0,0,0
"Lin7b",9,2,8,11,11,11
"Lin7c",2531,2278,2193,1899,2361,1903
"Lin9",386,329,370,124,177,151
"Linc-md1",0,0,0,0,0,0
"Lincenc1",0,1,1,1,2,1
"Lincpint",2,7,8,11,11,10
"Lincppara",12,9,4,22,49,20
"Lincred1",21,10,8,8,9,11
"Lingo1",0,0,0,0,2,0
"Lingo2",0,0,0,0,0,0
"Lingo3",1,0,0,0,0,0
"Lingo4",0,0,0,0,0,0
"Lins",361,395,364,236,318,218
"Lipa",8808,8258,8030,7072,7629,8338
"Lipc",8,5,2,15,21,9
"Lipe",1460,1421,1559,1639,2152,1556
"Lipf",0,0,0,0,0,0
"Lipg",7795,6567,4476,7565,9807,3796
"Liph",0,1,6,3,4,4
"Lipi",0,0,0,0,0,0
"Lipk",0,0,0,0,0,0
"Lipm",3,2,5,1,1,2
"Lipn",10,5,19,2,3,5
"Lipo1",204,239,306,233,337,278
"Lipt1",83,66,76,50,54,40
"Lipt2",98,104,121,59,63,45
"Litaf",8243,7700,7828,9185,11787,8869
"Lix1",0,0,0,0,2,0
"Lix1l",249,244,262,252,311,307
"Lkaaear1",1,0,0,0,2,2
"Llgl1",1594,1467,1531,1495,1836,1667
"Llgl2",417,399,471,389,429,426
"Llph",766,674,725,575,766,589
"Lman1",2782,2172,2464,1623,1927,1582
"Lman1l",1,6,1,6,2,5
"Lman2",8465,7420,7473,5088,6158,5275
"Lman2l",1255,1080,1115,814,1035,928
"Lmbr1",84,103,111,51,91,65
"Lmbr1l",1157,1112,986,1166,1514,1121
"Lmbrd1",1342,1185,1352,1025,1271,1228
"Lmbrd2",353,325,370,267,370,322
"Lmcd1",1,0,0,0,0,0
"Lmf1",556,470,583,436,543,494
"Lmf2",1950,1902,1951,1432,1918,1701
"Lmln",102,90,104,49,86,98
"Lmna",1767,1911,2126,1383,1653,1434
"Lmnb1",4783,3985,4323,875,1099,1064
"Lmnb2",1752,1505,1679,773,964,740
"Lmntd2",59,49,56,75,92,63
"Lmo1",71,63,86,20,32,31
"Lmo2",2149,1858,1756,1360,1722,1233
"Lmo3",0,0,0,0,0,0
"Lmo4",2455,2154,2739,1139,1342,1537
"Lmo7",5,8,4,6,7,5
"Lmod1",0,0,0,0,0,0
"Lmod2",0,0,0,0,0,0
"Lmod3",0,0,0,1,2,1
"Lmtk2",3168,2578,1994,1782,2011,1784
"Lmtk3",8,7,7,14,6,10
"Lmx1a",0,0,0,0,0,0
"Lmx1b",0,0,0,0,0,0
"Lncbate1",0,0,0,0,0,0
"Lnp",1135,907,970,605,804,528
"Lnpep",3725,3122,2956,3441,4702,3616
"Lnx1",61,64,52,55,68,34
"Lnx2",742,667,614,898,1480,842
"LOC100038947",1159,992,907,797,857,932
"LOC100040786",0,0,0,0,0,0
"LOC100041034",0,0,0,0,0,0
"LOC100043315",0,0,0,0,0,0
"LOC100048884",0,0,0,0,0,0
"LOC100049077",3,0,1,1,1,1
"LOC100125594",0,0,0,0,0,0
"LOC100502896",0,0,0,0,0,0
"LOC100503496",2,3,2,0,3,0
"LOC100504039",0,0,0,0,0,0
"LOC100504703",25,20,25,25,23,25
"LOC100505025",0,0,0,0,0,0
"LOC100861615",0,0,0,0,0,0
"LOC100861978",0,0,0,0,0,0
"LOC100862015",0,0,0,0,0,0
"LOC100862268",0,0,0,0,0,0
"LOC101055749",0,0,0,0,0,0
"LOC101055863",0,0,0,0,0,0
"LOC102631757",0,0,0,0,0,0
"LOC102634401",0,0,0,0,0,0
"LOC102636514",0,0,0,0,0,0
"LOC105245869",0,0,0,0,0,0
"LOC105246506",11,14,11,20,19,6
"LOC106740",126,94,112,88,130,82
"LOC432842",0,0,0,0,0,0
"LOC664787",0,0,0,0,0,0
"LOC666331",0,0,0,0,0,0
"Loh12cr1",337,322,303,222,310,204
"Lonp1",2543,2312,2423,1727,2228,1804
"Lonp2",2353,2144,2102,1820,2419,1861
"Lonrf1",436,409,366,307,509,427
"Lonrf2",0,0,0,0,0,0
"Lonrf3",1390,1309,1504,920,1077,1224
"Lor",0,0,0,0,0,0
"Lox",0,1,2,4,4,4
"Loxhd1",1,0,0,0,0,0
"Loxl1",0,1,0,2,0,0
"Loxl2",1,3,6,1,6,1
"Loxl3",211,220,230,281,376,350
"Loxl4",3,6,4,6,10,3
"Lpar1",5,5,17,6,7,12
"Lpar2",207,174,156,131,187,111
"Lpar3",22,29,52,36,43,32
"Lpar4",0,1,3,1,3,1
"Lpar5",155,132,181,65,66,68
"Lpar6",1173,923,988,982,1115,1500
"Lpcat1",1125,1047,1234,1034,1645,1082
"Lpcat2",6804,6088,5420,4799,5185,5532
"Lpcat2b",0,0,0,0,0,0
"Lpcat3",3755,3455,3813,2537,3460,3066
"Lpcat4",1218,1115,1072,971,1488,769
"Lpgat1",2655,2345,2457,1541,2039,1668
"Lpin1",893,829,1207,1075,1464,1440
"Lpin2",1204,1053,1112,1217,1591,1350
"Lpin3",9,12,7,9,19,13
"Lpl",51909,46392,43357,47388,54086,46575
"Lpo",3,2,0,0,0,0
"Lpp",2851,2356,2034,3006,4088,3475
"Lppos",81,49,50,57,72,61
"Lppr1",0,0,0,0,0,0
"Lppr2",65,74,69,72,106,70
"Lppr3",967,736,560,309,385,231
"Lppr4",43,38,30,118,190,80
"Lppr5",0,0,0,0,0,0
"Lpxn",1029,882,1006,761,859,776
"Lrat",0,0,1,0,0,0
"Lrba",858,771,747,855,1193,897
"Lrch1",1207,1130,1260,1198,1650,1360
"Lrch2",0,0,0,1,0,2
"Lrch3",1390,1153,1158,1316,1946,1355
"Lrch4",0,0,0,0,0,0
"Lrcol1",0,1,0,0,2,0
"Lrfn1",79,84,83,57,72,50
"Lrfn2",0,1,0,0,0,0
"Lrfn3",1,0,1,0,0,0
"Lrfn4",154,143,166,120,123,120
"Lrfn5",0,0,0,0,0,0
"Lrg1",1355,1105,1040,1642,1716,1675
"Lrguk",0,1,0,0,0,0
"Lrif1",588,530,532,587,756,607
"Lrig1",28,34,16,52,83,36
"Lrig2",579,561,535,574,833,608
"Lrig3",28,20,31,12,20,10
"Lrit1",0,0,0,0,0,0
"Lrit2",1,0,0,0,0,0
"Lrit3",0,1,0,0,1,1
"Lrmp",3916,3560,3907,2024,2460,2184
"Lrp1",18660,17078,17985,14751,15071,24377
"Lrp10",5315,4844,4910,4489,5593,5082
"Lrp11",91,79,88,64,110,77
"Lrp12",6879,5823,5193,4503,4983,4502
"Lrp1b",0,0,0,0,0,0
"Lrp2",0,2,1,0,0,0
"Lrp2bp",5,10,2,4,7,2
"Lrp3",0,1,0,0,0,0
"Lrp4",607,546,517,524,721,459
"Lrp5",1123,911,975,499,592,514
"Lrp6",2553,2366,2487,2489,3441,2666
"Lrp8",2333,1978,1939,2326,3390,1609
"Lrpap1",4147,4225,4423,3854,4347,4901
"Lrpprc",2082,1755,1814,1283,1692,1295
"Lrr1",184,134,170,36,47,60
"Lrrc1",178,188,216,196,299,189
"Lrrc10",0,0,0,0,1,0
"Lrrc10b",1,0,2,1,0,2
"Lrrc14",664,624,657,566,726,497
"Lrrc14b",18,19,12,4,16,12
"Lrrc15",0,0,0,1,0,0
"Lrrc16a",115,118,126,121,231,155
"Lrrc16b",38,60,33,68,69,59
"Lrrc17",0,0,0,0,0,0
"Lrrc18",1,3,2,2,2,4
"Lrrc19",4,2,0,0,1,1
"Lrrc2",1,0,4,3,2,0
"Lrrc20",706,638,639,539,670,491
"Lrrc23",0,1,0,3,0,0
